"Medicine Name","Price","Is Prescription Required?","Quantity","Manufacturer","Image URL"
"Lupin Vilfuro 100 Capsule","₹180","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/e144fc03ac034d579f0e6a34e0813923.jpg"
"Atenova Sa 2.5mg/25mg Capsule","₹39","1","14","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Alphacept 8 Capsule","₹226","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Protera D 30mg/20mg Capsule","₹66","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Salbair-I 100mcg/40mcg Transcaps","₹153","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/psgxhs8scaago5c8kmrd.jpg"
"P2I Plus 40mg/150mg Capsule","₹114","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Fungeeheal 130mg Capsule","₹234","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Miofree 4 Capsule","₹226","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/gaie7cnjmy1fse1hnfmj.jpg"
"Tiomate 12mcg/18mcg Transcaps","₹608","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/0e6c6be83e9d4628af7f4b68a2e1db9a.jpg"
"Molnulup 200 Capsule","₹375","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/eolfwyp6hc2q5nhll1op.jpg"
"Budamate-G Capsule","₹154","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/016327457032455394445d48f4486c63.jpg"
"Duomate 200mcg/6mcg Transcaps","₹127","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Ceff 500 Capsule","₹233","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/pezrskbdikfzawxhfnjm.jpg"
"budaMATE 100 Transcaps","₹136","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/v4plxpjkjcymaz7kneth.jpg"
"Benz Pearls Lupin's Benz Pearls Capsule","₹90","1","12","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregastar M 75 Capsule","₹343","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/zgea32qravqo6apydch0.jpg"
"Goodflo 150mg Capsule","₹324","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/b91fc5325ff14d1b9b169ec42fc5d7d9.jpg"
"Lupirtin Capsule","₹164","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/dcnweqwrirzwk2zejklx.jpg"
"Ribavin 100mg Capsule","₹133","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Topcerin 50mg Capsule","₹71","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tiate 9mcg Transcaps","₹168","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Path G 15mg/2mg Capsule","₹98","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Artilup Capsule","₹104","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rablet L 40 Capsule SR","₹362","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/7406fb7848ef4eb8ab138df5f52d8240.jpg"
"Salbair 100mcg Transcaps","₹63","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/oum6ow6txtlbzwdvi4le.jpg"
"Fungeeheal 200 Capsule","₹236","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/27e7d59a78c840649581e27c18ba8b53.jpg"
"Tamlocept-D Capsule PR","₹477","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fhjhhrhh2dc4qvmftd8q.jpg"
"Formoflo 250 Transcaps","₹517","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/kmu8ppaqji9qssfppfpn.jpg"
"Lupigest 200 Soft Gelatin Capsule","₹409","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/roffgpbjb5vskm3is8od.jpg"
"LUPOME CAPSULE","₹13","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"budaMATE Forte Transcaps","₹484","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/sfd9i0f9zq6axm1bch8i.jpg"
"Tonact-Gold Capsule 40","₹149","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"PATH G 15MG/1MG CAPSULE","₹74","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Itrazole 100 Capsule","₹149","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/13dbe9f5c8d64f688f6dde7063eef35a.jpg"
"Dumore M Capsule","₹120","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Wowrab D Capsule SR","₹128","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/30a461298eb94eb0b14c755b50e7e177.jpg"
"Matilda Forte Mecobalamin Capsule with ALA, Folic Acid, Pyridoxine & Biotin","₹417","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/mapp2ekimy2tiy3cfate.jpg"
"Protera D 30mg/20mg Capsule","₹181","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tiate 18mcg Transcaps","₹168","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/8e219403b53641fdbc59b62649e2568b.jpg"
"Duomate 200mcg/6mcg Transcaps","₹127","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Flugesic Capsule","₹156","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/n9lz4z0o10bpmohaj784.jpg"
"Tonact ASP 10mg/150mg Capsule","₹69","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Salbair-B 100mcg/100mcg Transcaps","₹88","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/wfej7rmgfiamibmg7zaw.jpg"
"Salbair 100mcg Transcaps","₹47","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rablet D 30mg/40mg Capsule","₹239","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Bestnac Gel","₹122","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregadoc 75 Capsule","₹210","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/re6wizklzmtixkiomm1q.jpg"
"Dayo  OD  Sprinkle  Capsule","₹47","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lipocut 120 Capsule","₹859","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ytr4mkgxwnci4quhjf2l.jpg"
"Molnulup 200mg Capsule","₹375","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregadoc D 75mg/20mg Capsule","₹225","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/74a58c587d5b416a9f719e7d55f3b179.jpg"
"Fungeeheal 100 Capsule","₹177","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/7d15a2f488c34f7d92d3bc57ea4c34d7.jpg"
"Lupizole 30mg Capsule","₹42","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Distaclor 250mg Capsule","₹232","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Novastat CV 10  Capsule","₹382","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/9afb4bd3dd5b4dfa810d5db72ec85566.jpg"
"MOXILUP 500 MG CAPSULE","₹28","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Distaclor 500mg Capsule","₹182","1","3","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/qrlqos70jq8biwgijufc.jpg"
"Salbair-B Forte 200mcg/200mcg Transcaps","₹148","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4b91699205a7422ebee0c1b8b6d594a2.jpg"
"Itrazole 200 Capsule","₹232","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/rtu9kfigjki1yqhjyvsf.jpg"
"Dulot 40mg Capsule","₹37","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupillin 500mg Capsule","₹24","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Formoflo Forte Transcaps","₹615","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/rllvxrujik27dfvgojsd.jpg"
"Budate 400 Transcaps","₹208","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/yzi0shovthvfeusz0xk4.jpg"
"Lupisoz-D Capsule SR","₹220","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/zkchjoaesh2djbfxcyi0.jpg"
"Rabilee ET 20mg/150mg Capsule","₹187","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Flupinex 100 Capsule","₹168","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/70a57123fc8f4b2cb1619474da589b27.jpg"
"Formoflo-G Capsule","₹187","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a5badae342064879a2255826042f8f82.jpg"
"Omalup 20mg Capsule","₹59","1","20","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rablet IT Capsule PR","₹320","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/zok8tkducsjsuatqc58y.jpg"
"Novastat CV 20 Capsule","₹365","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a8tkcd6u9dgs5kcvcxdt.jpg"
"Tamlocept 0.2mg Capsule","₹46","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Salbair 100mcg Transcaps","₹47","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ZCIL 250MG CAPSULE","₹25","1","10","Aurobindo Pharma Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Stavex 40mg Capsule","₹84","1","10","Aurobindo Pharma Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"FORMOnide 200 Capsule","₹183","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/517de2e2273a45259cc52c30bb74c179.jpg"
"Hipen P 500mg Capsule","₹66","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ATOrva gold 10 Capsule","₹71","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/8080e1775a0248299e467635c7df7e5e.jpg"
"Mycoclear 100 Capsule","₹163","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/e289395e4ce54603b3fbdd558e6fd678.jpg"
"Happibiotic Capsule","₹155","1","5","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/abfdceeb03974fd491cd15321f4d61b3.jpg"
"Mycoclear SB 65mg Capsule","₹151","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/cf8f6aaf315d4aafae7c5775a2baeda9.jpg"
"Biocid 20mg Capsule","₹51","1","20","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Espra L 75mg/40mg Capsule","₹198","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4c8903c00cec41e482db8b547a881b1d.jpg"
"Happibiotic Capsule","₹256","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/12b45795d8bc42dc8c7f4e6fca70daaa.jpg"
"Urinfen 0.4mg Capsule","₹147","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zycilin 500mg Capsule","₹54","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ZyCEL 100 Capsule","₹182","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/64695a12b9f1451790a5df0cf6de8618.jpg"
"Happi-L Capsule SR","₹348","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/0b18c36c388843a3b7b0e5b4b17b48b9.jpg"
"Clopitorva 10 Capsule","₹426","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f846bbcf2d784b1e9b90e69e042d5202.jpg"
"ATOrva gold 20 Capsule","₹145","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/d2d86242cc67412485b8d60a62548f23.jpg"
"OCid 20 Capsule","₹61","1","20","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/894da6c737114755b7eb0d1faeba0b83.jpg"
"Zydowin 300mg Capsule","₹21","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"DERinide Respicap","₹104","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/1ef29e64c4c34303bb74a425b2827403.jpg"
"Nuramed 150mg Capsule","₹112","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lopidus Capsule","₹5","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Formosone Forte Respicap","₹692","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/8ca445ad9e414a7fb059f6a8980be59c.jpg"
"Iladac DSR Capsule PR","₹172","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/38e09064ed7f4311a7aeafafcb2d09bf.jpg"
"Formost 400 Respicap","₹570","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bl2uyahzso7hyhqaqhed.jpg"
"Zyflex 4mg Capsule","₹124","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ALLRITE 5 MG CAPSULE","₹33","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ALLRITE 5 MG CAPSULE","₹33","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tramazac Capsule","₹51","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/dderc0fwtjcqeorsi4a8.jpg"
"Glynium Respicap","₹573","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4200cc4e1af04454b150c63fbd6ba0e3.jpg"
"Indicarb 50mg Capsule","₹1689","1","25","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Urinfen 0.4mg Capsule","₹214","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Meva-C Capsule","₹332","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fhgrb1vqtoyq1uokdxup.jpg"
"Omerax 20mg Capsule","₹22","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Livafin O 200mg Capsule","₹236","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pantodac DSR Capsule","₹299","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/d1caf7c9571d471ebb5a062d440c0bd6.jpg"
"Obnyx 80 Capsule","₹4373","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"NATURogest 300mg Soft Gelatin Capsule","₹697","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a7d13425b27d43d3a3dc851882141203.jpg"
"Ocid-DSR Capsule","₹273","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/iztidpatvqdn0cnqihu6.jpg"
"Livafin O 200mg Capsule","₹236","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Kixta 100mg Capsule","₹5610","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/b64efb4fc07f4aa392ace39e20b5b714.jpg"
"Geeox 100mg Capsule","₹17","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Geeox 100mg Capsule","₹17","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zydowin 100mg Capsule","₹118","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Derisone L Respicap","₹76","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/db48372732054336a6f6f2e11231c1e3.jpg"
"ATOrva gold 40 Capsule","₹124","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a154b6639280435d8acf5c89fb5eb408.jpg"
"Calcit SG Capsule","₹127","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/b998b5a0fecd4908b2d90dc32c50414a.jpg"
"ODihale G Respicap","₹795","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Odihale 100 Respicap","₹430","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/8adf203080f543b38234d05c618917e2.jpg"
"Obnyx Capsule","₹5620","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/122be6a9e8b24533b3006c1d9dbda757.jpg"
"Itradus 200mg Capsule","₹134","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Inditel D Capsule SR","₹252","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/65afc9adbf5941e18a84c52d310eb742.jpg"
"Odirab D 30mg/20mg Capsule","₹184","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/e3542f8e975744c2b6a6205d2bfad92a.jpg"
"Laviat 5mg Capsule","₹688","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Trichek 200mg Capsule","₹75","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"DERinide Respicap","₹104","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/1ef29e64c4c34303bb74a425b2827403.jpg"
"Forglyn Forte Respicap","₹404","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fi3etfi7efyfyuop4b4o.jpg"
"Indicarb 50mg Capsule","₹1689","1","25","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tiomist Respicaps","₹171","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3e91ad48e71b4cde9aac4199994fa39c.jpg"
"SustANON 250 Injection","₹393","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/afc1284e11484e6e9cbd35691f4714e2.jpg"
"Nindev 150mg Soft Gelatin Capsule","₹1240","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4eeb743e69bb4a1988ce724d2d4b695e.jpg"
"Mycoclear 200 Capsule","₹236","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3b86fd1967d144f698cd0e75a20828a5.jpg"
"Obnyx Capsule","₹802","1","4","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ugiuzoihq3emfwn26oqf.png"
"Dolgon R 200mg/20mg Capsule","₹134","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/9192b2da4de847c3bc53a9ad594d15f6.jpg"
"ForAir 500 Respicap","₹720","1","","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/etdgzo6pafv1hd5wgccy.jpg"
"Omicad 20mg Capsule","₹38","1","15","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Espra DSR Capsule","₹150","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/644bae58608c4e14baad356853ae1018.jpg"
"ZYRova  Gold 10 Capsule","₹217","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2715301f47d84735a8d21d7c8a17a637.jpg"
"Happibiotic Capsule","₹256","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/12b45795d8bc42dc8c7f4e6fca70daaa.jpg"
"Modipin 30mg Capsule","₹142","1","30","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Alfatam 0.4mg Capsule PR","₹97","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zylin D 75/20 Capsule DR","₹215","1","10","Zydus","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ab9e717df350437aa920c32258eaeac0.jpg"
